Episode,Reward_Decaying,Reward_Constant
80,-0.6389062500000009,-0.15234375000000056
81,-2.125624999999995,-0.5172656250000007
82,0.2801562499999998,0.42882812499999984
83,-1.0308593750000012,0.563984375
84,-1.8417968749999991,0.563984375
85,-0.2604687500000007,0.6315625
86,-1.057890625000001,0.06390624999999961
87,-0.3010156250000007,-2.031015624999996
88,0.17203124999999964,0.23960937499999968
89,-0.3145312500000006,0.5910156249999998
90,-1.3552343750000013,-0.017187500000000466
91,-0.9767968750000011,0.17203124999999964
92,0.09093749999999967,0.5910156249999998
93,0.38828124999999974,0.023359374999999627
94,0.4964062499999999,0.5234374999999998
95,-1.2335937500000012,-0.665937500000001
96,0.32070312499999976,0.023359374999999627
97,-0.3550781250000007,0.6585937499999999
98,-1.4903906250000014,0.4153124999999998
99,-2.5599999999999894,0.7396874999999999
100,-1.2606250000000014,0.753203125
101,-0.017187500000000466,0.4558593749999998
102,-0.3010156250000007,0.33421874999999973
103,0.03687499999999955,0.7396874999999999
104,0.33421874999999973,0.2531249999999997
105,0.753203125,0.1990624999999997
106,0.5369531249999999,0.4964062499999999
107,-0.15234375000000056,0.2801562499999998
108,0.3071874999999997,0.7261718749999999
109,-0.07125000000000048,0.1990624999999997
110,0.44234374999999976,0.1990624999999997
111,0.03687499999999955,0.4693749999999998
112,-0.08476562500000051,-0.003671875000000435
113,0.13148437499999965,0.7802343749999999
114,0.4153124999999998,0.834296875
115,0.4558593749999998,0.645078125
116,0.13148437499999965,0.2531249999999997
117,0.38828124999999974,0.5504687499999998
118,0.3071874999999997,0.563984375
119,0.3612499999999998,0.2801562499999998
120,0.1990624999999997,0.60453125
121,-0.38210937500000064,0.79375
122,0.03687499999999955,-0.2739843750000006
123,-0.814609375000001,0.2936718749999998
124,-0.23343750000000063,0.7802343749999999
125,-0.1793750000000005,0.7396874999999999
126,-0.23343750000000063,0.7396874999999999
127,0.09093749999999967,0.5099218749999999
128,-0.04421875000000042,0.1990624999999997
129,0.34773437499999976,0.76671875
130,0.44234374999999976,0.7802343749999999
131,0.753203125,0.7261718749999999
132,-0.04421875000000042,0.8478125
133,0.4964062499999999,0.753203125
134,0.48289062499999985,0.3071874999999997
135,0.6585937499999999,0.44234374999999976
136,0.13148437499999965,0.76671875
137,0.3071874999999997,0.834296875
138,0.06390624999999961,0.6585937499999999
139,0.5369531249999999,0.6180468749999999
140,0.4017968749999998,0.3747656249999997
141,0.6856249999999999,0.7802343749999999
142,-0.936250000000001,0.79375
143,0.09093749999999967,0.8478125
144,-0.5442968750000008,0.8478125
145,0.3612499999999998,0.861328125
146,0.4964062499999999,0.861328125
147,0.6721093749999999,0.7126562499999999
148,0.14499999999999968,0.8478125
149,0.6315625,0.834296875
150,0.6315625,0.79375
151,0.563984375,0.8478125
152,0.33421874999999973,0.861328125
153,0.563984375,0.834296875
154,-0.5848437500000008,0.8478125
155,0.7396874999999999,0.82078125
156,0.5504687499999998,0.834296875
157,0.3747656249999997,0.834296875
158,-0.733515625000001,0.8478125
159,0.4017968749999998,0.645078125
160,-0.6794531250000009,0.861328125
161,0.5504687499999998,0.699140625
162,0.807265625,0.8478125
163,0.4693749999999998,0.8478125
164,0.38828124999999974,0.8478125
165,0.3612499999999998,0.861328125
166,0.4964062499999999,0.834296875
167,0.4964062499999999,0.7396874999999999
168,0.6315625,0.861328125
169,0.4153124999999998,0.7802343749999999
170,0.4017968749999998,0.834296875
171,0.60453125,0.8478125
172,0.82078125,0.834296875
173,0.7396874999999999,0.82078125
174,0.7261718749999999,0.76671875
175,0.6585937499999999,0.834296875
176,0.5234374999999998,0.861328125
177,0.6856249999999999,0.861328125
178,0.807265625,0.834296875
179,0.699140625,0.861328125
180,0.7396874999999999,0.7802343749999999
181,0.5099218749999999,0.834296875
182,0.7802343749999999,0.76671875
183,0.60453125,0.861328125
184,0.5910156249999998,0.861328125
185,0.834296875,0.861328125
186,0.7126562499999999,0.82078125
187,0.8478125,0.834296875
188,0.6721093749999999,0.8478125
189,0.4153124999999998,0.807265625
190,0.26664062499999974,0.861328125
191,0.6315625,0.82078125
192,0.7261718749999999,0.834296875
193,0.6315625,0.7396874999999999
194,0.13148437499999965,0.82078125
195,0.6585937499999999,0.8478125
196,0.8478125,0.79375
197,0.6180468749999999,0.8478125
198,0.79375,0.861328125
199,0.6315625,0.82078125
200,0.7802343749999999,0.861328125
201,0.79375,0.8478125
202,0.5910156249999998,0.834296875
203,0.7396874999999999,0.7802343749999999
204,0.7396874999999999,0.834296875
205,0.7396874999999999,0.834296875
206,0.7396874999999999,0.82078125
207,0.79375,0.8478125
208,0.6315625,0.8478125
209,0.8478125,0.834296875
210,0.76671875,0.82078125
211,0.82078125,0.8478125
212,0.79375,0.834296875
213,0.7126562499999999,0.834296875
214,0.7396874999999999,0.807265625
215,0.82078125,0.82078125
216,0.7261718749999999,0.8478125
217,0.6180468749999999,0.6585937499999999
218,0.7126562499999999,0.8478125
219,0.645078125,0.834296875
220,0.7126562499999999,0.861328125
221,0.5910156249999998,0.861328125
222,0.7802343749999999,0.8478125
223,0.7126562499999999,0.8478125
224,0.7261718749999999,0.861328125
225,0.6856249999999999,0.8478125
226,0.7261718749999999,0.861328125
227,0.6856249999999999,0.861328125
228,0.753203125,0.834296875
229,0.807265625,0.8478125
230,0.76671875,0.79375
231,0.834296875,0.861328125
232,0.7802343749999999,0.861328125
233,0.7396874999999999,0.8478125
234,0.753203125,0.861328125
235,0.82078125,0.8478125
236,0.753203125,0.834296875
237,0.76671875,0.82078125
238,0.807265625,0.807265625
239,0.861328125,0.8478125
240,0.699140625,0.861328125
241,0.82078125,0.807265625
242,0.6856249999999999,0.807265625
243,0.79375,0.8478125
244,0.834296875,0.834296875
245,0.79375,0.861328125
246,0.7802343749999999,0.8478125
247,0.7802343749999999,0.8478125
248,0.753203125,0.82078125
249,0.834296875,0.861328125
250,0.7802343749999999,0.861328125
251,0.8478125,0.861328125
252,0.861328125,0.861328125
253,0.76671875,0.861328125
254,0.7396874999999999,0.861328125
255,0.7802343749999999,0.861328125
256,0.834296875,0.861328125
257,0.7396874999999999,0.861328125
258,0.753203125,0.861328125
259,0.79375,0.8478125
260,0.7261718749999999,0.861328125
261,0.82078125,0.861328125
262,0.834296875,0.79375
263,0.807265625,0.60453125
264,0.76671875,0.834296875
265,0.861328125,0.861328125
266,0.7396874999999999,0.79375
267,0.79375,0.8478125
268,0.834296875,0.861328125
269,0.82078125,0.834296875
270,0.7802343749999999,0.82078125
271,0.6585937499999999,0.861328125
272,0.834296875,0.834296875
273,0.79375,0.7261718749999999
274,0.861328125,0.861328125
275,0.82078125,0.861328125
276,0.79375,0.861328125
277,0.79375,0.834296875
278,0.807265625,0.861328125
279,0.807265625,0.834296875
280,0.861328125,0.82078125
281,0.7396874999999999,0.861328125
282,0.7802343749999999,0.82078125
283,0.82078125,0.7802343749999999
284,0.82078125,0.8478125
285,0.82078125,0.861328125
286,0.834296875,0.8478125
287,0.7396874999999999,0.834296875
288,0.7802343749999999,0.861328125
289,0.834296875,0.861328125
290,0.82078125,0.861328125
291,0.834296875,0.834296875
292,0.7802343749999999,0.834296875
293,0.645078125,0.861328125
294,0.807265625,0.8478125
295,0.8478125,0.79375
296,0.807265625,0.861328125
297,0.7126562499999999,0.8478125
298,0.82078125,0.834296875
299,0.807265625,0.7802343749999999
300,0.861328125,0.8478125
301,0.834296875,0.861328125
302,0.834296875,0.5234374999999998
303,0.753203125,0.861328125
304,0.807265625,0.8478125
305,0.834296875,0.8478125
306,0.79375,0.7126562499999999
307,0.8478125,0.834296875
308,0.807265625,0.861328125
309,0.807265625,0.82078125
310,0.834296875,0.861328125
311,0.82078125,0.834296875
312,0.834296875,0.82078125
313,0.834296875,0.861328125
314,0.834296875,0.8478125
315,0.79375,0.861328125
316,0.834296875,0.6315625
317,0.807265625,0.834296875
318,0.8478125,0.861328125
319,0.82078125,0.807265625
320,0.7802343749999999,0.861328125
321,0.8478125,0.834296875
322,0.834296875,0.76671875
323,0.82078125,0.861328125
324,0.82078125,0.82078125
325,0.834296875,0.834296875
326,0.834296875,0.8478125
327,0.834296875,0.861328125
328,0.79375,0.8478125
329,0.79375,0.861328125
330,0.82078125,0.834296875
331,0.861328125,0.8478125
332,0.7802343749999999,0.82078125
333,0.861328125,0.8478125
334,0.834296875,0.861328125
335,0.807265625,0.82078125
336,0.8478125,0.8478125
337,0.834296875,0.8478125
338,0.79375,0.834296875
339,0.834296875,0.807265625
340,0.8478125,0.861328125
341,0.76671875,0.8478125
342,0.834296875,0.82078125
343,0.79375,0.861328125
344,0.82078125,0.82078125
345,0.8478125,0.861328125
346,0.861328125,0.861328125
347,0.834296875,0.834296875
348,0.861328125,0.834296875
349,0.8478125,0.834296875
350,0.82078125,0.8478125
351,0.834296875,0.834296875
352,0.8478125,0.834296875
353,0.834296875,0.8478125
354,0.807265625,0.861328125
355,0.82078125,0.861328125
356,0.8478125,0.8478125
357,0.807265625,0.8478125
358,0.82078125,0.834296875
359,0.834296875,0.861328125
360,0.861328125,0.834296875
361,0.8478125,0.82078125
362,0.8478125,0.834296875
363,0.807265625,0.834296875
364,0.834296875,0.861328125
365,0.834296875,0.861328125
366,0.8478125,0.7261718749999999
367,0.753203125,0.79375
368,0.834296875,0.753203125
369,0.8478125,0.8478125
370,0.834296875,0.807265625
371,0.7126562499999999,0.79375
372,0.834296875,0.834296875
373,0.82078125,0.8478125
374,0.82078125,0.834296875
375,0.807265625,0.8478125
376,0.834296875,0.861328125
377,0.8478125,0.861328125
378,0.8478125,0.8478125
379,0.807265625,0.834296875
380,0.8478125,0.8478125
381,0.861328125,0.834296875
382,0.8478125,0.861328125
383,0.834296875,0.79375
384,0.861328125,0.8478125
385,0.834296875,0.82078125
386,0.861328125,0.861328125
387,0.834296875,0.8478125
388,0.8478125,0.834296875
389,0.834296875,0.82078125
390,0.861328125,0.834296875
391,0.82078125,0.8478125
392,0.82078125,0.82078125
393,0.82078125,0.82078125
394,0.8478125,0.861328125
395,0.807265625,0.861328125
396,0.8478125,0.82078125
397,0.8478125,0.8478125
398,0.861328125,0.82078125
399,0.861328125,0.861328125
400,0.861328125,0.861328125
401,0.861328125,0.861328125
402,0.861328125,0.79375
403,0.861328125,0.861328125
404,0.834296875,0.861328125
405,0.861328125,0.82078125
406,0.834296875,0.8478125
407,0.8478125,0.8478125
408,0.861328125,0.8478125
409,0.861328125,0.861328125
410,0.861328125,0.8478125
411,0.8478125,0.8478125
412,0.7802343749999999,0.8478125
413,0.8478125,0.834296875
414,0.861328125,0.79375
415,0.82078125,0.861328125
416,0.861328125,0.861328125
417,0.861328125,0.861328125
418,0.861328125,0.834296875
419,0.861328125,0.8478125
420,0.861328125,0.834296875
421,0.861328125,0.861328125
422,0.861328125,0.8478125
423,0.834296875,0.8478125
424,0.861328125,0.8478125
425,0.79375,0.861328125
426,0.8478125,0.861328125
427,0.834296875,0.753203125
428,0.834296875,0.861328125
429,0.82078125,0.861328125
430,0.861328125,0.861328125
431,0.834296875,0.861328125
432,0.834296875,0.861328125
433,0.8478125,0.834296875
434,0.8478125,0.861328125
435,0.7396874999999999,0.8478125
436,0.834296875,0.861328125
437,0.834296875,0.8478125
438,0.8478125,0.861328125
439,0.861328125,0.807265625
440,0.861328125,0.8478125
441,0.834296875,0.807265625
442,0.8478125,0.82078125
443,0.834296875,0.79375
444,0.861328125,0.861328125
445,0.861328125,0.861328125
446,0.8478125,0.8478125
447,0.861328125,0.8478125
448,0.834296875,0.834296875
449,0.8478125,0.8478125
450,0.861328125,0.834296875
451,0.8478125,0.807265625
452,0.8478125,0.82078125
453,0.8478125,0.807265625
454,0.861328125,0.8478125
455,0.82078125,0.834296875
456,0.861328125,0.834296875
457,0.8478125,0.79375
458,0.82078125,0.834296875
459,0.834296875,0.861328125
460,0.861328125,0.834296875
461,0.861328125,0.8478125
462,0.8478125,0.807265625
463,0.861328125,0.861328125
464,0.807265625,0.834296875
465,0.861328125,0.82078125
466,0.861328125,0.8478125
467,0.8478125,0.8478125
468,0.861328125,0.861328125
469,0.861328125,0.834296875
470,0.861328125,0.861328125
471,0.861328125,0.79375
472,0.861328125,0.834296875
473,0.834296875,0.861328125
474,0.834296875,0.807265625
475,0.861328125,0.8478125
476,0.861328125,0.861328125
477,0.861328125,0.861328125
478,0.834296875,0.861328125
479,0.861328125,0.861328125
480,0.861328125,0.861328125
481,0.82078125,0.834296875
482,0.861328125,0.861328125
483,0.8478125,0.861328125
484,0.8478125,0.861328125
485,0.7802343749999999,0.861328125
486,0.8478125,0.861328125
487,0.82078125,0.834296875
488,0.861328125,0.834296875
489,0.861328125,0.8478125
490,0.861328125,0.861328125
491,0.82078125,0.834296875
492,0.861328125,0.8478125
493,0.8478125,0.834296875
494,0.834296875,0.861328125
495,0.834296875,0.8478125
496,0.834296875,0.861328125
497,0.834296875,0.82078125
498,0.861328125,0.861328125
499,0.861328125,0.834296875
500,0.861328125,0.4017968749999998
