ppo_babyai/scripts/train.py --env MiniGrid-GoToDoor-5x5-v0 --model GoToDoor --text --save-interval 10 --frames 5000000

Namespace(algo='ppo', env='MiniGrid-GoToDoor-5x5-v0', model='GoToDoor', seed=1, log_interval=1, save_interval=10, procs=16, frames=5000000, epochs=4, batch_size=256, frames_per_proc=None, discount=0.99, lr=0.001, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=True, mem=False)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (word_embedding): Embedding(100, 32)
  (text_rnn): GRU(32, 128, batch_first=True)
  (actor): Sequential(
    (0): Linear(in_features=192, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=192, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 70 | F 143360 | FPS 4644 | D 30 | rR:μσmM 0.48 0.47 0.00 0.99 | F:μσmM 5.8 5.4 1.0 33.0 | H 0.786 | V 0.563 | pL -0.015 | vL 0.084 | ∇ 0.378
Status saved
U 71 | F 145408 | FPS 4683 | D 31 | rR:μσmM 0.42 0.46 0.00 0.99 | F:μσmM 6.1 5.4 1.0 33.0 | H 0.856 | V 0.496 | pL 0.033 | vL 0.079 | ∇ 0.411
U 72 | F 147456 | FPS 4845 | D 31 | rR:μσmM 0.49 0.47 0.00 0.99 | F:μσmM 6.1 5.6 1.0 29.0 | H 0.905 | V 0.531 | pL -0.041 | vL 0.075 | ∇ 0.297
U 73 | F 149504 | FPS 4599 | D 32 | rR:μσmM 0.41 0.46 0.00 0.99 | F:μσmM 6.5 6.2 1.0 43.0 | H 0.916 | V 0.464 | pL 0.020 | vL 0.075 | ∇ 0.337
U 74 | F 151552 | FPS 4710 | D 32 | rR:μσmM 0.46 0.47 0.00 0.99 | F:μσmM 6.7 6.0 1.0 31.0 | H 0.909 | V 0.487 | pL -0.026 | vL 0.085 | ∇ 0.397
U 75 | F 153600 | FPS 4736 | D 32 | rR:μσmM 0.51 0.46 0.00 0.99 | F:μσmM 7.2 6.4 1.0 33.0 | H 0.895 | V 0.508 | pL -0.021 | vL 0.079 | ∇ 0.291
U 76 | F 155648 | FPS 4680 | D 33 | rR:μσmM 0.50 0.47 0.00 0.99 | F:μσmM 7.1 6.2 1.0 41.0 | H 0.897 | V 0.493 | pL -0.019 | vL 0.078 | ∇ 0.358
U 77 | F 157696 | FPS 5234 | D 33 | rR:μσmM 0.44 0.47 0.00 0.99 | F:μσmM 6.5 6.0 1.0 35.0 | H 0.958 | V 0.477 | pL -0.002 | vL 0.086 | ∇ 0.307
U 78 | F 159744 | FPS 5275 | D 34 | rR:μσmM 0.51 0.46 0.00 0.99 | F:μσmM 7.7 9.2 1.0 100.0 | H 0.949 | V 0.485 | pL -0.075 | vL 0.075 | ∇ 0.307
